NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_Gen_90,Kelas 3,A,D,C,D,A,B,D,D,C,A,D,D,A,C,C,C,B,B,C,D,D,B,D,C,75.0,75.0,25.0,50.0,75.0,25.0,54.17,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_91,Kelas 3,C,D,D,D,A,D,C,D,A,C,A,D,C,B,C,D,A,A,C,D,B,D,C,B,25.0,75.0,50.0,75.0,75.0,25.0,54.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_92,Kelas 3,A,B,C,D,A,B,A,D,A,B,C,D,A,B,C,D,A,B,D,B,A,A,D,D,100.0,75.0,100.0,100.0,50.0,50.0,79.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_93,Kelas 3,A,B,C,D,A,D,C,D,D,B,C,D,D,C,D,D,A,B,C,D,A,B,C,D,100.0,75.0,75.0,25.0,100.0,100.0,79.17,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_94,Kelas 3,A,C,C,D,A,B,D,D,C,C,B,C,C,D,D,C,D,B,B,D,A,B,B,D,75.0,75.0,0.0,0.0,50.0,75.0,45.83,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_95,Kelas 3,B,C,D,A,D,D,C,D,B,C,C,D,C,D,B,B,D,B,D,A,B,D,C,D,0.0,50.0,50.0,0.0,25.0,50.0,29.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_96,Kelas 3,B,B,C,D,C,D,B,B,A,B,A,C,A,D,D,B,A,B,C,C,A,C,C,C,75.0,0.0,50.0,25.0,75.0,50.0,45.83,Materi 2: Perkalian Bersusun
Siswa_Gen_97,Kelas 3,C,A,A,B,A,D,C,D,D,B,B,D,B,B,D,D,A,B,C,D,A,B,C,D,0.0,75.0,50.0,50.0,100.0,100.0,62.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_98,Kelas 3,A,B,C,A,C,D,B,C,C,B,D,D,C,A,C,D,A,B,A,D,D,A,C,B,75.0,0.0,50.0,50.0,75.0,25.0,45.83,Materi 2: Perkalian Bersusun
Siswa_Gen_99,Kelas 3,B,B,D,D,A,B,A,D,A,A,C,C,C,B,B,D,A,B,C,D,D,B,A,D,50.0,75.0,50.0,50.0,100.0,50.0,62.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_100,Kelas 3,D,B,C,C,A,B,B,D,A,B,C,D,A,B,A,D,A,D,C,D,A,A,A,B,50.0,75.0,100.0,75.0,75.0,25.0,66.67,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_101,Kelas 3,A,B,C,D,D,B,C,A,A,D,C,D,D,B,D,D,A,C,A,D,A,B,C,D,100.0,50.0,75.0,50.0,50.0,100.0,70.83,Materi 2: Perkalian Bersusun
Siswa_Gen_102,Kelas 3,A,B,A,A,A,B,C,D,A,B,C,D,B,B,C,D,D,A,C,A,B,D,C,A,50.0,100.0,100.0,75.0,25.0,25.0,62.5,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_103,Kelas 3,A,C,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,D,D,75.0,100.0,100.0,100.0,100.0,75.0,91.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_104,Kelas 3,D,B,C,D,B,B,D,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,75.0,50.0,100.0,100.0,100.0,100.0,87.5,Materi 2: Perkalian Bersusun
Siswa_Gen_105,Kelas 3,A,B,C,D,A,B,C,D,C,C,D,B,A,B,C,D,A,B,C,D,A,B,C,D,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_106,Kelas 3,A,B,D,D,A,B,C,D,A,B,C,D,D,B,A,C,A,B,C,D,A,B,C,D,75.0,100.0,100.0,25.0,100.0,100.0,83.33,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_107,Kelas 3,A,D,D,C,A,B,C,D,B,B,C,D,A,B,D,D,B,B,A,D,A,B,C,B,25.0,100.0,75.0,75.0,50.0,75.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_108,Kelas 3,C,D,C,C,C,C,C,D,C,C,A,B,B,B,C,D,A,A,C,D,C,A,A,B,25.0,50.0,0.0,75.0,75.0,0.0,37.5,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_109,Kelas 3,C,C,B,D,C,A,D,C,C,C,A,B,A,D,B,D,A,C,C,B,A,C,C,D,25.0,0.0,0.0,50.0,50.0,75.0,33.33,Materi 2: Perkalian Bersusun
Siswa_Gen_110,Kelas 3,A,A,C,C,B,C,A,A,D,A,C,D,A,B,B,C,C,B,C,C,A,C,A,A,50.0,0.0,50.0,50.0,50.0,25.0,37.5,Materi 2: Perkalian Bersusun
Siswa_Gen_111,Kelas 3,B,B,C,D,A,B,C,C,B,D,A,C,A,B,C,D,A,B,C,A,A,B,C,D,75.0,75.0,0.0,100.0,75.0,100.0,70.83,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_112,Kelas 3,C,B,C,B,C,D,C,D,D,B,D,C,A,A,C,C,C,A,C,A,A,C,C,D,50.0,50.0,25.0,50.0,25.0,75.0,45.83,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_113,Kelas 3,C,B,C,D,A,B,B,B,A,B,C,C,A,B,C,D,C,C,B,A,A,A,C,B,75.0,50.0,75.0,100.0,0.0,50.0,58.33,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_114,Kelas 3,A,B,D,D,D,B,C,D,A,B,C,A,A,B,C,D,A,B,C,D,C,B,C,D,75.0,75.0,75.0,100.0,100.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_115,Kelas 3,A,B,C,A,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,D,C,D,75.0,100.0,100.0,100.0,100.0,75.0,91.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_116,Kelas 3,D,A,C,B,A,B,D,D,A,B,C,D,A,B,C,D,B,D,C,D,A,B,C,A,25.0,75.0,100.0,100.0,50.0,75.0,70.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_117,Kelas 3,A,A,A,A,D,B,D,D,B,B,B,C,D,D,C,B,D,D,D,D,A,B,D,A,25.0,50.0,25.0,25.0,25.0,50.0,33.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_118,Kelas 3,A,B,B,C,A,B,C,D,A,B,C,D,A,B,D,D,A,B,C,D,A,C,C,D,50.0,100.0,100.0,75.0,100.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_119,Kelas 3,A,B,D,C,C,B,C,D,A,C,C,D,A,B,C,D,D,B,B,D,A,A,C,D,50.0,75.0,75.0,100.0,50.0,75.0,70.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_120,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,A,A,B,100.0,100.0,100.0,100.0,100.0,25.0,87.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_121,Kelas 3,B,B,D,B,A,C,C,B,A,B,C,C,A,B,C,D,A,D,C,D,A,B,C,D,25.0,50.0,75.0,100.0,75.0,100.0,70.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_122,Kelas 3,A,B,C,A,D,A,A,B,C,A,A,D,A,B,C,D,A,B,D,D,B,A,B,B,75.0,0.0,25.0,100.0,75.0,0.0,45.83,Materi 2: Perkalian Bersusun
Siswa_Gen_123,Kelas 3,A,B,C,B,A,C,C,D,A,B,A,A,A,B,C,D,A,B,C,D,A,B,C,D,75.0,75.0,50.0,100.0,100.0,100.0,83.33,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_124,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,C,B,C,D,A,B,C,D,C,D,C,D,100.0,100.0,100.0,75.0,100.0,50.0,87.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_125,Kelas 3,A,B,C,D,A,B,C,D,A,B,A,A,C,B,C,D,A,C,A,D,A,B,C,D,100.0,100.0,50.0,75.0,50.0,100.0,79.17,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_126,Kelas 3,A,B,C,D,A,C,B,D,A,C,C,D,A,B,B,D,D,B,D,D,B,D,A,A,100.0,50.0,75.0,75.0,50.0,0.0,58.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_127,Kelas 3,C,A,A,A,A,D,B,C,A,A,C,D,A,B,D,D,A,C,C,D,A,B,B,D,0.0,25.0,75.0,75.0,75.0,75.0,54.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_128,Kelas 3,A,D,A,C,C,C,A,A,A,C,C,D,D,C,C,D,D,D,C,D,A,B,D,B,25.0,0.0,75.0,50.0,50.0,50.0,41.67,Materi 2: Perkalian Bersusun
Siswa_Gen_129,Kelas 3,A,B,C,D,A,B,D,D,A,B,C,A,A,B,C,D,A,B,C,D,A,B,C,D,100.0,75.0,75.0,100.0,100.0,100.0,91.67,Materi 2: Perkalian Bersusun
Siswa_Gen_130,Kelas 3,D,C,C,D,D,C,B,A,C,D,C,D,B,D,B,A,D,C,B,D,D,A,D,B,50.0,0.0,50.0,0.0,25.0,0.0,20.83,Materi 2: Perkalian Bersusun
Siswa_Gen_131,Kelas 3,C,C,D,D,C,B,C,C,D,C,C,B,A,B,B,C,C,B,B,C,B,C,B,C,25.0,50.0,25.0,50.0,25.0,0.0,29.17,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_132,Kelas 3,A,A,C,A,C,C,C,C,A,D,C,C,A,C,D,D,A,C,A,B,D,D,A,C,50.0,25.0,50.0,50.0,25.0,0.0,33.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_133,Kelas 3,A,D,D,B,A,B,C,D,D,B,D,D,A,B,C,D,C,B,C,C,A,B,C,B,25.0,100.0,50.0,100.0,50.0,75.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_134,Kelas 3,A,B,C,C,C,B,A,C,A,B,C,D,A,B,C,D,A,B,C,A,A,C,C,D,75.0,25.0,100.0,100.0,75.0,75.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_135,Kelas 3,B,B,C,D,B,C,C,D,B,C,B,D,A,D,C,B,C,C,C,C,D,C,D,D,75.0,50.0,25.0,50.0,25.0,25.0,41.67,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_136,Kelas 3,A,A,D,A,C,B,D,D,A,D,A,C,D,A,C,B,D,B,C,C,A,B,A,D,25.0,50.0,25.0,25.0,50.0,75.0,41.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_137,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,A,A,B,C,C,B,B,B,B,B,B,C,C,100.0,100.0,75.0,75.0,25.0,50.0,70.83,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_138,Kelas 3,A,B,C,D,B,B,C,D,A,B,C,D,A,B,C,D,D,B,D,D,C,C,C,C,100.0,75.0,100.0,100.0,50.0,25.0,75.0,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_139,Kelas 3,A,B,D,D,A,B,C,D,A,B,C,D,A,B,C,A,A,B,C,D,C,B,C,D,75.0,100.0,100.0,75.0,100.0,75.0,87.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_140,Kelas 3,A,B,C,D,C,D,B,C,A,B,C,D,C,B,C,B,B,C,C,D,A,B,C,D,100.0,0.0,100.0,50.0,50.0,100.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_141,Kelas 3,A,B,C,D,A,B,C,A,C,B,D,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,75.0,50.0,100.0,100.0,100.0,87.5,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_142,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_143,Kelas 3,B,B,D,A,C,A,C,A,A,B,C,B,A,B,C,D,D,D,C,B,B,C,C,D,25.0,25.0,75.0,100.0,25.0,50.0,50.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_144,Kelas 3,D,D,C,A,A,B,D,D,A,B,C,C,A,D,C,D,B,B,C,D,C,B,B,A,25.0,75.0,75.0,75.0,75.0,25.0,58.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_145,Kelas 3,B,B,C,B,A,B,C,B,A,B,C,D,B,C,C,D,A,B,C,D,A,A,C,D,50.0,75.0,100.0,50.0,100.0,75.0,75.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_146,Kelas 3,A,B,A,A,C,A,D,D,A,B,C,D,A,B,B,B,A,B,C,D,A,B,A,D,50.0,25.0,100.0,50.0,100.0,75.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_147,Kelas 3,A,B,D,D,A,B,C,A,D,B,B,D,A,B,C,D,A,B,C,D,A,B,C,A,75.0,75.0,50.0,100.0,100.0,75.0,79.17,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_148,Kelas 3,C,B,C,D,B,D,D,D,B,B,C,D,A,C,C,C,C,A,A,D,A,B,C,D,75.0,25.0,75.0,50.0,25.0,100.0,58.33,Materi 2: Perkalian Bersusun
Siswa_Gen_149,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,C,A,C,D,A,B,C,D,100.0,100.0,100.0,100.0,50.0,100.0,91.67,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_150,Kelas 3,A,A,C,A,C,B,B,D,B,C,C,D,C,A,C,B,C,D,B,D,C,A,D,D,50.0,50.0,50.0,25.0,25.0,25.0,37.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_151,Kelas 3,A,A,A,D,A,B,C,C,A,B,C,D,A,B,C,C,B,B,C,D,A,B,C,D,50.0,75.0,100.0,75.0,75.0,100.0,79.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_152,Kelas 3,A,B,C,A,B,D,C,B,A,B,A,D,A,B,C,D,A,C,C,D,A,B,C,D,75.0,25.0,75.0,100.0,75.0,100.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_153,Kelas 3,A,D,C,D,A,B,C,D,A,A,B,B,A,B,C,D,A,B,C,D,A,B,C,D,75.0,100.0,25.0,100.0,100.0,100.0,83.33,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_154,Kelas 3,B,C,C,C,A,C,D,A,C,A,C,D,D,B,A,B,B,A,D,B,C,B,C,C,25.0,25.0,50.0,25.0,0.0,50.0,29.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_155,Kelas 3,D,B,D,A,B,B,A,D,C,A,C,C,C,B,A,D,D,C,D,B,B,B,C,C,25.0,50.0,25.0,50.0,0.0,50.0,33.33,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_156,Kelas 3,A,B,C,D,A,B,D,A,A,A,C,D,A,B,C,D,D,B,B,D,D,B,D,A,100.0,50.0,75.0,100.0,50.0,25.0,66.67,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_157,Kelas 3,A,B,C,D,A,B,A,D,A,B,C,D,C,B,C,D,A,B,C,D,A,B,B,A,100.0,75.0,100.0,75.0,100.0,50.0,83.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_158,Kelas 3,C,C,C,D,C,D,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,B,D,50.0,50.0,100.0,100.0,100.0,75.0,79.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_159,Kelas 3,A,B,C,A,A,B,C,A,D,D,C,A,A,B,B,B,A,D,C,D,A,B,D,D,75.0,75.0,25.0,50.0,75.0,75.0,62.5,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_160,Kelas 3,A,B,C,C,B,C,C,D,A,D,C,D,A,B,B,B,A,B,C,D,A,B,C,D,75.0,50.0,75.0,50.0,100.0,100.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_161,Kelas 3,B,B,B,D,A,B,D,C,C,B,C,D,D,B,C,D,C,D,C,B,A,C,C,D,50.0,50.0,75.0,75.0,25.0,75.0,58.33,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_162,Kelas 3,A,B,D,D,D,B,C,C,A,B,C,D,C,C,D,D,A,B,C,D,D,D,B,C,75.0,50.0,100.0,25.0,100.0,0.0,58.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_163,Kelas 3,D,B,C,D,A,A,C,D,A,B,C,D,A,B,C,D,A,B,C,D,B,B,C,D,75.0,75.0,100.0,100.0,100.0,75.0,87.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_164,Kelas 3,A,B,C,D,A,B,B,C,A,A,C,D,A,B,A,D,A,B,C,D,C,B,C,B,100.0,50.0,75.0,75.0,100.0,50.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_165,Kelas 3,B,B,C,A,B,B,C,A,C,C,A,B,B,B,A,A,A,B,D,D,A,B,A,D,50.0,50.0,0.0,25.0,75.0,75.0,45.83,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_166,Kelas 3,A,B,C,D,A,B,C,A,A,D,A,A,A,C,D,D,D,B,D,D,C,A,C,D,100.0,75.0,25.0,50.0,50.0,50.0,58.33,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_167,Kelas 3,A,B,D,D,A,D,A,D,A,B,A,D,A,C,C,D,D,C,D,D,A,B,B,C,75.0,50.0,75.0,75.0,25.0,50.0,58.33,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_168,Kelas 3,A,C,C,D,D,C,D,C,B,C,B,D,A,C,B,C,B,B,A,D,A,D,B,B,75.0,0.0,25.0,25.0,50.0,25.0,33.33,Materi 2: Perkalian Bersusun
Siswa_Gen_169,Kelas 3,C,B,C,D,D,B,D,D,A,B,C,D,A,B,C,A,A,B,C,D,A,D,C,D,75.0,50.0,100.0,75.0,100.0,75.0,79.17,Materi 2: Perkalian Bersusun
Siswa_Gen_170,Kelas 3,A,A,B,A,D,C,A,A,C,C,B,D,A,B,A,B,A,B,B,D,A,C,C,B,25.0,0.0,25.0,50.0,75.0,50.0,37.5,Materi 2: Perkalian Bersusun
Siswa_Gen_171,Kelas 3,A,B,C,D,A,B,A,A,A,C,C,D,A,D,C,D,A,B,C,D,A,B,C,D,100.0,50.0,75.0,75.0,100.0,100.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_172,Kelas 3,A,C,D,D,A,B,C,C,D,B,C,A,B,A,B,C,D,B,C,A,A,B,C,D,50.0,75.0,50.0,0.0,50.0,100.0,54.17,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_173,Kelas 3,A,C,C,C,A,B,C,B,A,C,A,D,A,B,A,D,C,C,C,B,B,C,C,D,50.0,75.0,50.0,75.0,25.0,50.0,54.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_174,Kelas 3,A,A,C,D,C,C,C,D,A,C,C,D,A,B,D,D,A,A,C,D,C,B,C,D,75.0,50.0,75.0,75.0,75.0,75.0,70.83,Materi 2: Perkalian Bersusun
Siswa_Gen_175,Kelas 3,A,B,D,B,A,C,D,C,A,C,B,B,B,B,C,C,A,B,A,D,A,B,A,D,50.0,25.0,25.0,50.0,75.0,75.0,50.0,Materi 2: Perkalian Bersusun
Siswa_Gen_176,Kelas 3,A,B,D,D,C,A,C,A,A,D,C,D,A,B,C,D,D,A,C,B,A,B,C,D,75.0,25.0,75.0,100.0,25.0,100.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_177,Kelas 3,D,C,B,D,C,A,D,A,D,B,D,B,A,B,C,D,A,A,C,D,A,A,B,D,25.0,0.0,25.0,100.0,75.0,50.0,45.83,Materi 2: Perkalian Bersusun
Siswa_Gen_178,Kelas 3,A,B,B,D,A,B,C,D,A,B,C,D,A,B,C,B,C,B,C,D,D,B,C,D,75.0,100.0,100.0,75.0,75.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_179,Kelas 3,A,B,A,C,C,B,C,D,A,C,C,D,A,D,D,D,D,A,B,D,B,B,B,D,50.0,75.0,75.0,50.0,25.0,50.0,54.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_180,Kelas 3,A,B,C,D,A,D,C,D,A,B,C,D,A,B,C,D,A,B,C,C,D,C,C,D,100.0,75.0,100.0,100.0,75.0,50.0,83.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
