NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_Gen_270,Kelas 3,A,B,C,D,A,B,C,D,B,D,C,D,A,D,C,B,B,B,C,D,D,A,A,B,100.0,100.0,50.0,50.0,75.0,0.0,62.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_271,Kelas 3,B,C,D,C,A,B,B,C,C,A,C,A,A,C,B,D,B,A,A,D,B,D,D,D,0.0,50.0,25.0,50.0,25.0,25.0,29.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_272,Kelas 3,A,B,C,D,B,B,C,C,A,B,C,D,A,B,C,D,A,C,C,D,A,B,A,D,100.0,50.0,100.0,100.0,75.0,75.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_273,Kelas 3,C,B,C,D,A,B,C,D,A,A,A,D,D,B,C,A,A,B,C,A,A,B,C,D,75.0,100.0,50.0,50.0,75.0,100.0,75.0,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_274,Kelas 3,A,B,A,D,A,B,C,D,C,B,C,D,A,B,C,C,A,B,B,D,A,B,C,D,75.0,100.0,75.0,75.0,75.0,100.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_275,Kelas 3,A,B,C,B,A,B,C,D,A,B,D,D,A,B,C,D,D,B,C,D,A,B,D,B,75.0,100.0,75.0,100.0,75.0,50.0,79.17,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_276,Kelas 3,C,B,C,A,B,B,B,C,C,B,C,D,A,D,C,A,A,C,C,D,A,C,A,D,50.0,25.0,75.0,50.0,75.0,50.0,54.17,Materi 2: Perkalian Bersusun
Siswa_Gen_277,Kelas 3,D,A,A,B,B,B,C,D,A,B,C,D,A,B,B,D,B,B,C,D,A,B,C,C,0.0,75.0,100.0,75.0,75.0,75.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_278,Kelas 3,A,A,C,D,D,A,A,A,A,B,C,D,C,B,C,D,D,B,C,D,A,A,C,D,75.0,0.0,100.0,75.0,75.0,75.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_279,Kelas 3,C,D,B,C,B,B,C,B,C,B,C,C,A,B,C,C,C,B,C,A,A,C,C,B,0.0,50.0,50.0,75.0,50.0,50.0,45.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_280,Kelas 3,A,D,D,B,A,B,B,D,A,B,B,C,A,D,A,B,A,B,C,B,A,B,C,D,25.0,75.0,50.0,25.0,75.0,100.0,58.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_281,Kelas 3,A,B,C,D,A,B,D,D,A,B,C,C,D,B,C,D,A,B,C,D,A,B,C,D,100.0,75.0,75.0,75.0,100.0,100.0,87.5,Materi 2: Perkalian Bersusun
Siswa_Gen_282,Kelas 3,A,B,C,D,B,B,C,D,A,C,D,D,A,B,C,D,A,A,A,D,C,C,D,C,100.0,75.0,50.0,100.0,50.0,0.0,62.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_283,Kelas 3,A,A,A,D,B,D,C,D,A,B,C,D,A,B,C,C,A,B,D,D,A,A,A,D,50.0,50.0,100.0,75.0,75.0,50.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_284,Kelas 3,A,B,C,D,A,C,C,A,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,50.0,100.0,100.0,100.0,100.0,91.67,Materi 2: Perkalian Bersusun
Siswa_Gen_285,Kelas 3,A,B,C,D,A,B,C,D,A,A,C,D,A,B,C,D,A,A,C,D,A,B,C,D,100.0,100.0,75.0,100.0,75.0,100.0,91.67,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_286,Kelas 3,A,B,C,D,A,B,B,D,A,B,B,D,A,C,C,B,A,B,C,D,A,B,C,D,100.0,75.0,75.0,50.0,100.0,100.0,83.33,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_287,Kelas 3,A,D,C,D,A,B,C,D,C,B,C,C,D,B,C,A,A,B,A,D,A,B,C,D,75.0,100.0,50.0,50.0,75.0,100.0,75.0,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_288,Kelas 3,A,B,C,D,A,B,D,D,A,B,D,D,A,B,C,D,A,B,D,D,D,C,C,D,100.0,75.0,75.0,100.0,75.0,50.0,79.17,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_289,Kelas 3,A,B,C,B,A,B,C,C,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,75.0,75.0,100.0,100.0,100.0,100.0,91.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_290,Kelas 3,A,B,C,D,C,D,D,B,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_291,Kelas 3,A,B,C,A,A,B,C,D,B,B,B,B,A,B,A,D,A,B,C,D,A,B,C,D,75.0,100.0,25.0,75.0,100.0,100.0,79.17,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_292,Kelas 3,A,B,C,D,A,D,B,D,A,C,C,D,D,C,B,B,A,B,C,D,B,B,C,A,100.0,50.0,75.0,0.0,100.0,50.0,62.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_293,Kelas 3,A,A,C,D,A,B,C,D,A,B,C,A,A,B,C,D,A,B,C,A,A,B,C,D,75.0,100.0,75.0,100.0,75.0,100.0,87.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_294,Kelas 3,B,B,C,A,D,B,C,D,B,B,A,D,A,B,B,D,A,B,C,D,C,A,A,D,50.0,75.0,50.0,75.0,100.0,25.0,62.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_295,Kelas 3,B,A,A,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,25.0,100.0,100.0,100.0,100.0,100.0,87.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_296,Kelas 3,B,B,C,C,D,D,B,C,A,B,C,D,A,C,C,B,D,C,D,D,A,A,A,D,50.0,0.0,100.0,50.0,25.0,50.0,45.83,Materi 2: Perkalian Bersusun
Siswa_Gen_297,Kelas 3,A,C,D,D,C,B,C,D,A,B,D,D,A,B,A,D,A,B,C,D,A,B,C,D,50.0,75.0,75.0,75.0,100.0,100.0,79.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_298,Kelas 3,A,B,C,D,A,C,C,D,A,B,C,D,A,B,A,D,B,C,C,C,A,B,C,D,100.0,75.0,100.0,75.0,25.0,100.0,79.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_299,Kelas 3,B,B,C,D,D,D,B,D,D,A,C,D,B,B,C,C,D,C,B,D,A,B,C,B,75.0,25.0,50.0,50.0,25.0,75.0,50.0,Materi 2: Perkalian Bersusun
Siswa_Gen_300,Kelas 3,A,B,D,A,A,B,C,D,B,A,C,C,A,C,D,D,A,B,C,D,C,D,D,C,50.0,100.0,25.0,50.0,100.0,0.0,54.17,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_301,Kelas 3,C,B,B,D,A,B,C,C,C,B,C,D,A,B,C,D,A,B,C,D,B,B,C,D,50.0,75.0,75.0,100.0,100.0,75.0,79.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_302,Kelas 3,D,B,C,D,A,C,A,D,A,B,B,B,A,B,A,D,A,B,C,B,C,B,C,D,75.0,50.0,50.0,75.0,75.0,75.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_303,Kelas 3,A,D,A,A,A,B,C,D,C,D,A,C,A,D,C,D,A,B,C,D,A,B,C,D,25.0,100.0,0.0,75.0,100.0,100.0,66.67,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_304,Kelas 3,A,B,C,D,A,B,D,C,A,B,A,D,D,A,B,D,B,B,C,D,C,D,C,D,100.0,50.0,75.0,25.0,75.0,50.0,62.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_305,Kelas 3,A,B,C,A,B,D,D,A,C,B,A,B,A,B,B,A,A,B,A,D,A,C,C,D,75.0,0.0,25.0,50.0,75.0,75.0,50.0,Materi 2: Perkalian Bersusun
Siswa_Gen_306,Kelas 3,A,A,D,D,C,B,C,C,D,B,B,D,A,B,C,D,A,C,A,D,A,C,B,D,50.0,50.0,50.0,100.0,50.0,50.0,58.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_307,Kelas 3,A,D,C,D,A,D,A,D,A,B,C,C,D,B,C,D,A,B,C,D,A,B,C,D,75.0,50.0,75.0,75.0,100.0,100.0,79.17,Materi 2: Perkalian Bersusun
Siswa_Gen_308,Kelas 3,A,B,C,D,C,A,D,C,A,D,C,D,B,B,C,D,A,B,C,D,A,B,C,D,100.0,0.0,75.0,75.0,100.0,100.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_309,Kelas 3,C,B,C,C,B,D,C,C,B,B,D,A,A,D,C,D,A,B,C,A,A,B,C,D,50.0,25.0,25.0,75.0,75.0,100.0,58.33,Materi 2: Perkalian Bersusun
Siswa_Gen_310,Kelas 3,A,B,C,D,B,B,B,D,C,B,C,D,D,B,B,D,A,B,D,D,A,C,A,D,100.0,50.0,75.0,50.0,75.0,50.0,66.67,Materi 2: Perkalian Bersusun
Siswa_Gen_311,Kelas 3,A,B,C,B,A,A,C,D,A,B,C,B,A,C,D,D,C,B,C,D,A,B,C,B,75.0,75.0,75.0,50.0,75.0,75.0,70.83,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_312,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,D,D,A,B,A,D,A,C,C,A,100.0,100.0,100.0,75.0,75.0,50.0,83.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_313,Kelas 3,C,A,C,B,A,B,C,D,A,A,C,D,D,B,C,D,A,A,C,D,A,B,C,D,25.0,100.0,75.0,75.0,75.0,100.0,75.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_314,Kelas 3,B,D,A,A,C,B,D,B,D,B,A,D,C,B,D,C,C,A,B,A,D,B,A,C,0.0,25.0,50.0,25.0,0.0,25.0,20.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_315,Kelas 3,B,D,A,C,A,B,C,C,D,B,B,A,A,A,C,D,A,B,C,D,B,C,B,D,0.0,75.0,25.0,75.0,100.0,25.0,50.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_316,Kelas 3,D,A,A,D,B,B,C,D,D,D,C,D,A,B,C,A,A,D,A,D,A,C,C,C,25.0,75.0,50.0,75.0,50.0,50.0,54.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_317,Kelas 3,B,C,C,D,B,B,C,D,A,B,A,C,B,B,D,D,B,C,D,D,D,B,C,D,50.0,75.0,50.0,50.0,25.0,75.0,54.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_318,Kelas 3,A,B,D,C,B,B,B,B,B,C,C,C,D,B,A,D,A,C,C,B,C,A,B,A,50.0,25.0,25.0,50.0,50.0,0.0,33.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_319,Kelas 3,A,B,B,D,A,B,C,D,A,B,C,D,A,C,C,D,A,B,C,D,A,B,D,B,75.0,100.0,100.0,75.0,100.0,50.0,83.33,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_320,Kelas 3,A,B,B,A,C,B,A,A,A,B,C,D,A,B,C,D,A,B,C,D,B,B,C,D,50.0,25.0,100.0,100.0,100.0,75.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_321,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_322,Kelas 3,A,D,C,B,A,B,C,D,A,B,C,B,A,B,A,B,A,B,C,D,A,B,C,D,50.0,100.0,75.0,50.0,100.0,100.0,79.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_323,Kelas 3,B,A,C,B,C,C,B,D,D,D,C,D,C,B,D,B,B,C,D,B,B,A,C,D,25.0,25.0,50.0,25.0,0.0,50.0,29.17,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_324,Kelas 3,B,B,C,D,A,B,C,D,C,B,C,D,D,B,C,B,A,D,C,A,B,D,D,D,75.0,100.0,75.0,50.0,50.0,25.0,62.5,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_325,Kelas 3,B,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,75.0,100.0,100.0,100.0,100.0,100.0,95.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_326,Kelas 3,D,D,D,B,D,A,C,D,A,A,C,D,A,B,B,D,A,B,C,D,A,B,C,D,0.0,50.0,75.0,75.0,100.0,100.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_327,Kelas 3,B,B,D,B,B,B,B,D,D,A,A,C,B,C,C,D,D,B,C,D,B,B,C,B,25.0,50.0,0.0,50.0,75.0,50.0,41.67,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_328,Kelas 3,C,B,C,D,A,C,C,D,A,B,C,D,B,C,B,D,A,C,C,D,A,B,D,D,75.0,75.0,100.0,25.0,75.0,75.0,70.83,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_329,Kelas 3,A,B,C,D,A,B,A,C,A,B,D,D,A,B,B,B,A,D,A,C,A,C,C,D,100.0,50.0,75.0,50.0,25.0,75.0,62.5,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_330,Kelas 3,D,C,C,C,A,B,C,B,D,B,C,D,A,D,C,C,B,D,C,D,B,A,B,B,25.0,75.0,75.0,50.0,50.0,0.0,45.83,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_331,Kelas 3,C,D,D,A,C,C,C,A,A,B,C,C,B,B,C,D,B,B,A,B,A,B,C,C,0.0,25.0,75.0,75.0,25.0,75.0,45.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_332,Kelas 3,A,B,B,C,B,C,B,B,A,A,C,D,A,A,B,B,B,B,D,C,B,A,D,A,50.0,0.0,75.0,25.0,25.0,0.0,29.17,Materi 2: Perkalian Bersusun
Siswa_Gen_333,Kelas 3,A,B,C,D,B,B,C,A,C,B,D,C,A,B,C,D,D,B,C,B,D,A,D,A,100.0,50.0,25.0,100.0,50.0,0.0,54.17,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_334,Kelas 3,A,A,C,D,A,C,C,D,A,D,C,D,A,B,A,B,D,B,B,A,C,B,C,D,75.0,75.0,75.0,50.0,25.0,75.0,62.5,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_335,Kelas 3,A,C,C,D,A,D,C,D,A,B,C,D,A,B,C,D,A,B,A,A,A,B,C,D,75.0,75.0,100.0,100.0,50.0,100.0,83.33,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_336,Kelas 3,B,B,C,D,C,B,C,D,A,B,C,D,D,B,C,D,A,B,C,D,C,C,C,B,75.0,75.0,100.0,75.0,100.0,25.0,75.0,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_337,Kelas 3,C,D,D,B,D,C,C,A,A,B,C,D,A,B,C,D,A,A,C,C,A,C,C,A,0.0,25.0,100.0,100.0,50.0,50.0,54.17,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_338,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_339,Kelas 3,A,B,C,D,A,B,C,A,A,C,B,A,A,B,C,D,A,B,C,D,A,B,C,B,100.0,75.0,25.0,100.0,100.0,75.0,79.17,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_340,Kelas 3,B,A,A,B,B,C,B,D,C,B,C,D,A,D,B,D,A,C,C,B,B,B,D,D,0.0,25.0,75.0,50.0,50.0,50.0,41.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_341,Kelas 3,A,B,C,D,A,B,A,B,A,B,C,B,A,B,C,C,A,A,C,D,A,B,D,D,100.0,50.0,75.0,75.0,75.0,75.0,75.0,Materi 2: Perkalian Bersusun
Siswa_Gen_342,Kelas 3,A,B,C,D,A,B,B,D,A,B,C,A,A,C,C,A,A,B,C,D,A,B,C,B,100.0,75.0,75.0,50.0,100.0,75.0,79.17,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_343,Kelas 3,B,A,B,A,A,C,B,A,C,A,A,C,B,C,C,A,C,D,C,A,A,B,A,A,0.0,25.0,0.0,25.0,25.0,50.0,20.83,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_344,Kelas 3,A,B,C,D,B,B,B,D,A,B,C,A,A,D,C,D,A,D,C,D,A,B,C,D,100.0,50.0,75.0,75.0,75.0,100.0,79.17,Materi 2: Perkalian Bersusun
Siswa_Gen_345,Kelas 3,B,D,C,D,A,B,C,D,D,B,A,A,A,B,C,D,A,B,C,D,D,B,C,D,50.0,100.0,25.0,100.0,100.0,75.0,75.0,Materi 3: Pembagian dengan 1 dan 0
Siswa_Gen_346,Kelas 3,A,C,B,D,C,D,C,A,D,C,C,D,A,D,A,D,A,B,C,A,D,B,C,A,50.0,25.0,50.0,50.0,75.0,50.0,50.0,Materi 2: Perkalian Bersusun
Siswa_Gen_347,Kelas 3,A,B,C,D,A,C,C,D,A,B,C,D,A,B,D,D,B,B,C,D,A,B,C,A,100.0,75.0,100.0,75.0,75.0,75.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_348,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,B,D,A,B,B,D,100.0,100.0,100.0,100.0,75.0,75.0,91.67,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_349,Kelas 3,A,A,C,D,A,B,C,D,A,C,C,D,A,B,C,D,A,A,C,D,A,B,C,C,75.0,100.0,75.0,100.0,75.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_350,Kelas 3,A,B,D,D,A,B,C,B,A,B,C,D,A,B,C,D,A,B,B,D,A,B,C,B,75.0,75.0,100.0,100.0,75.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_351,Kelas 3,A,A,D,D,A,A,C,D,A,C,D,D,A,B,A,D,A,B,C,B,B,B,D,D,50.0,75.0,50.0,75.0,75.0,50.0,62.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_352,Kelas 3,B,A,C,B,D,D,C,C,C,B,C,D,C,A,D,C,A,A,A,D,C,B,D,D,25.0,25.0,75.0,0.0,50.0,50.0,37.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_353,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,B,D,A,B,D,A,A,B,C,D,100.0,100.0,100.0,75.0,50.0,100.0,87.5,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_354,Kelas 3,D,C,C,B,B,B,C,C,B,B,C,D,C,B,D,D,C,B,C,A,C,D,D,B,25.0,50.0,75.0,50.0,50.0,0.0,41.67,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_355,Kelas 3,A,D,A,B,A,A,C,D,A,D,D,A,B,B,C,A,A,B,C,A,A,C,C,C,25.0,75.0,25.0,50.0,75.0,50.0,50.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_356,Kelas 3,A,B,B,A,A,A,C,D,A,B,D,D,A,C,A,D,A,D,C,D,A,B,D,D,50.0,75.0,75.0,50.0,75.0,75.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_357,Kelas 3,B,D,A,B,C,C,B,D,C,C,C,A,A,B,C,D,B,A,C,D,D,D,C,D,0.0,25.0,25.0,100.0,50.0,50.0,41.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_358,Kelas 3,A,B,D,D,A,B,A,B,A,B,C,D,D,D,B,A,A,B,D,D,A,D,C,D,75.0,50.0,100.0,0.0,75.0,75.0,62.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_359,Kelas 3,A,B,C,D,A,B,C,A,A,D,C,D,A,B,C,D,A,C,C,D,A,B,B,D,100.0,75.0,75.0,100.0,75.0,75.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_360,Kelas 3,A,A,D,C,B,B,C,D,D,B,C,A,A,A,C,B,D,B,C,D,D,B,D,D,25.0,75.0,50.0,50.0,75.0,50.0,54.17,Materi 1: Perkalian dengan 0 dan 10
